Gas,"NFR/CRF Group",Source,Activity,Units,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Methane,3A3,Enteric,"Pig - Sow",kilotonne,0.5404019984,0.542681998600001,0.5351070021,0.533518498000001,0.523036503500001,0.527811001400001,0.5397269673,0.5420114622,0.527689499599999,0.5347230002,0.520019651145,0.5171430003,0.446965490509999
Methane,3A4,Enteric,"Agricultural Horses",kilotonne,5.60943009216,5.63844615102,5.67518382702,5.28492615858,5.46076806732,5.08814382438,4.82524019748,4.65226021458,4.49999986266,4.52460598434,4.25350795464,4.16682000252,3.95654397642
Methane,3A4,Enteric,"Domestic Horses",kilotonne,11.17454064408,10.99603179504,10.80980095248,11.05056607338,10.72523122794,10.9483628499,10.9483628499,10.9483628499,10.9483628499,10.94836284108,10.94836284396,10.94836284396,10.9483628796
Methane,3A4,Enteric,"Professional Horses",kilotonne,1.64109934188,1.62648226116,1.6118651718,1.59724812456,1.58263103088,1.56801394872,1.56801394872,1.56801394872,1.56801394872,1.5680139525,1.56801395646,1.56801395646,1.56801395592
Methane,3A4,Enteric,Deer,kilotonne,0.6191200038,0.652360002,0.6230399982,0.6360599974,0.639200008,0.6137399996,0.6196199876,0.6233999828,0.67498,0.752819999,0.7607000122,0.9274799998,0.8743399122
Methane,3A4,Enteric,Goats,kilotonne,0.83646898452,0.84820500117,0.880217993609999,0.87878698704,0.900728989109999,0.90630000297,0.932552925570001,0.945260885970001,0.97560899892,1.00292400621,1.01139312456,0.99776700081,0.99580507182
Methane,3B11a,Excreta,"Dairy - Dairy Cows",kilotonne,1.13094663368,1.06691007127,0.996451271279999,0.978121078240002,1.0447020108,1.04880363482,1.01349511203,1.02762364517,1.01503800651,1.03078004288,1.03196452514,1.04657586211,1.03614474404
Methane,3B11a,"Managed Manure","Dairy - Dairy Cows",kilotonne,65.2829508969998,65.769936447,65.2569282890002,65.8030253300002,69.811619899,70.4490626559999,68.312062967,69.0365189240002,68.4944521560001,69.4562706010001,69.463415993,69.7826208650001,68.9922759169999
Methane,3B11a,Digestate,"Dairy - Dairy Cows",kilotonne,0.0191717646051,0.0254207157835001,0.0431248807444002,0.0605435517364998,0.121722312053,0.172975657443,0.25883589017,0.307617474970001,0.326167548839999,0.33290882985,0.338321769539999,0.339809914210001,0.335040010620001
Methane,3B11b,Excreta,"Other cattle - Beef females for slaughter",kilotonne,0.518569358830002,0.484088203660001,0.48533672892,0.484398077499999,0.492572694620001,0.498543809100002,0.505438544499999,0.501516877070001,0.487615708249999,0.497867892910001,0.492353326540001,0.500235790780001,0.50281146172
Methane,3B11b,Excreta,"Other cattle - Bulls for breeding",kilotonne,0.0754402420669999,0.0734449158269999,0.071692897419,0.07162277463,0.0713332947570002,0.0695224198810002,0.0690172326890001,0.0714620642969999,0.0695390706870002,0.0660434648270002,0.066307125372,0.064691984679,0.0649731337720001
Methane,3B11b,Excreta,"Other cattle - Cereal fed bull",kilotonne,0.01408814005,0.01250737112,0.01187732564,0.01256813363,0.01101503039,0.00978353284199998,0.00995791495000001,0.00860782702999998,0.00795639350700002,0.007581378557,0.007070354985,0.00692941031100001,0.00698310363700002
Methane,3B11b,Excreta,"Other cattle - Cows",kilotonne,0.816307148489998,0.817636215880001,0.809137901009998,0.774467929999999,0.763907265890002,0.772388524980002,0.776444028990002,0.777536422660002,0.777082966459998,0.733077234449999,0.725782169799998,0.716965447140001,0.70359176744
Methane,3B11b,Excreta,"Other cattle - Dairy Calves Female",kilotonne,0.19405808032,0.19811484894,0.19509393751,0.19633534886,0.21330133251,0.21620437306,0.20963748777,0.18943971406,0.18688295572,0.19338219446,0.2009939265,0.21162482364,0.21206004157
Methane,3B11b,Excreta,"Other cattle - Dairy Replacements Female",kilotonne,0.14015368051,0.14337424707,0.14466941655,0.1465153921,0.15308069167,0.15122116178,0.15587027277,0.15125979341,0.14154711459,0.14796178717,0.14887641871,0.15557639177,0.16179819096
Methane,3B11b,Excreta,"Other cattle - Dairy In Calf Heifers",kilotonne,0.34565555671,0.34667717618,0.33203593895,0.33147495334,0.35224360544,0.33150735774,0.31724354577,0.31829523157,0.293358533,0.28791996346,0.27307582245,0.25751783105,0.25558407569
Methane,3B11b,Excreta,"Other cattle - Heifers for breeding",kilotonne,0.21262872922,0.21122740871,0.20645479468,0.19405962068,0.19362385134,0.19594680338,0.1953046942,0.19099606787,0.18114643272,0.19693377835,0.19462551198,0.19211179618,0.19332079126
Methane,3B11b,Excreta,"Other cattle - Steers",kilotonne,0.662914681670001,0.64157912904,0.65081766296,0.625838715459999,0.664147396300002,0.69654484385,0.693846688090002,0.68101550185,0.65665323575,0.654131108929998,0.633571936170002,0.643528443539999,0.64153338552
Methane,3B11b,"Managed Manure","Other cattle - Beef females for slaughter",kilotonne,9.33209526100002,8.74747409640002,8.7022247598,8.68040501059998,8.79469632320002,8.85635576730002,8.90145642660001,8.6568781131,8.58225426259999,8.72748986970001,8.63353894170001,8.77167199090001,8.79639378789999
Methane,3B11b,"Managed Manure","Other cattle - Bulls for breeding",kilotonne,1.3538371212,1.3265318508,1.2914518152,1.2752524928,1.2704162526,1.2428210054,1.2337584364,1.2817125385,1.2467831216,1.1830787498,1.1840074566,1.165069762,1.1675018029
Methane,3B11b,"Managed Manure","Other cattle - Cereal fed bull",kilotonne,6.3415597419,5.5463069002,5.3804346066,5.6449196611,4.7393770405,4.03668598670001,4.2925877699,3.7488679147,3.588054292,3.4066013258,3.3182482177,3.1609918613,3.25246604950001
Methane,3B11b,"Managed Manure","Other cattle - Cows",kilotonne,17.3957588899999,17.4370400860001,17.260295858,16.5504784189999,16.206727017,16.316988101,16.2884262930001,16.6434289400001,16.2026381749999,15.279813802,15.1031014659999,14.9631061120001,14.6668481199999
Methane,3B11b,"Managed Manure","Other cattle - Dairy Calves Female",kilotonne,1.9572028057,1.9981248582,1.9591767216,1.9808315115,2.1300969661,2.1346238304,2.0863253158,1.8795930536,1.8226889862,1.8998609894,1.9531899097,2.0381898541,2.0618372931
Methane,3B11b,"Managed Manure","Other cattle - Dairy Replacements Female",kilotonne,1.6888947631,1.6948030952,1.6923934202,1.7158323413,1.8010853516,1.7382341153,1.7947425537,1.7778788162,1.6610784496,1.7224817652,1.7096162933,1.7771460716,1.8367873148
Methane,3B11b,"Managed Manure","Other cattle - Dairy In Calf Heifers",kilotonne,3.4941276353,3.5545239817,3.4264199922,3.3809016533,3.5704132698,3.3407943252,3.1677780002,3.1655981551,2.9764598965,2.9148267472,2.7768400955,2.626673521,2.5550694706
Methane,3B11b,"Managed Manure","Other cattle - Heifers for breeding",kilotonne,4.3696868918,4.3538414092,4.203723839,3.9709558551,3.9709232588,3.9571996921,3.9200762277,3.589029155,3.6074825296,3.9161779254,3.891374613,3.8572477226,3.8705477464
Methane,3B11b,"Managed Manure","Other cattle - Steers",kilotonne,11.66172551,11.35772551,11.383610686,11.025493258,11.599586775,12.065991482,11.933384692,11.684833705,11.268783083,11.215381671,10.889061191,11.041990042,11.010293962
Methane,3B11b,Digestate,"Other cattle - Beef females for slaughter",kilotonne,0.00260895001820001,0.00313835472660001,0.00570221527200001,0.00817468580659999,0.0172507674261,0.0259762725662001,0.03915777015,0.045537340774,0.0481528430299998,0.0492984400790001,0.0497979762040001,0.050555348191,0.0506480427689999
Methane,3B11b,Digestate,"Other cattle - Bulls for breeding",kilotonne,0.000388103033799999,0.00049078541146,0.00083791664726,0.00117813761175,0.00239176188884,0.00347489490094001,0.00516252269850001,0.00633751927869999,0.00655671640370001,0.00626587714160001,0.00638223640150002,0.0062759001632,0.00628630438840001
Methane,3B11b,Digestate,"Other cattle - Cereal fed bull",kilotonne,0.0018450272025,0.0021277399951,0.0036824646727,0.0055381984669,0.00931706440550002,0.0118271913203,0.018860747144,0.019457498116,0.019859388721,0.018997702147,0.018870276126,0.017971715485,0.01844027663
Methane,3B11b,Digestate,"Other cattle - Cows",kilotonne,0.0042931192227,0.00546760020549999,0.00950901244189998,0.0128380506151,0.0274464610362001,0.043325787277,0.0642629561420001,0.0781551831700002,0.0809134779519999,0.076796370288,0.0771063865469998,0.0764640198179999,0.0749358700989999
Methane,3B11b,Digestate,"Other cattle - Dairy Calves Female",kilotonne,0.00073268813343,0.00098659891901,0.00166640856047,0.00234327183168,0.0048165043264,0.00682370476239999,0.0102856470834,0.010918697981,0.011308345962,0.011888570171,0.012438436035,0.013011008484,0.013148501998
Methane,3B11b,Digestate,"Other cattle - Dairy Replacements Female",kilotonne,0.00048702665317,0.000636422296329999,0.00114071855219,0.00165996122559,0.0033447246734,0.00447082424689999,0.0070964191159,0.00835356963550001,0.00835335229819999,0.00871692643159999,0.0088098977958,0.0090997699255,0.0093825173493
Methane,3B11b,Digestate,"Other cattle - Dairy In Calf Heifers",kilotonne,0.00111929227753,0.00150245197688,0.00244055158631,0.00328940243273,0.00663718510720002,0.0089959915158,0.0132372867601,0.015431018382,0.015421234498,0.015147231828,0.014658032419,0.013834517502,0.013401685807
Methane,3B11b,Digestate,"Other cattle - Heifers for breeding",kilotonne,0.00130430444752,0.00168314217777,0.0026964857949,0.0034438213094,0.00727213068830001,0.0114876879141,0.0171232138617,0.0181993002458,0.0193711149756,0.0211736023573,0.0214088121152,0.0213813550553,0.0214621122634
Methane,3B11b,Digestate,"Other cattle - Steers",kilotonne,0.0035400382055,0.0044869645493,0.00787664643920001,0.0106907011297,0.0230859739543999,0.035930484249,0.053391086744,0.0617620343990001,0.063550095267,0.0637429935659998,0.0630806893470001,0.064024304512,0.063773505808
Methane,3B12,Excreta,"Sheep - Ewe",kilotonne,2.13062045526828,2.21842115168627,2.28194091768028,2.26225704371164,2.40596477113163,2.38472667769781,2.36265201580155,2.44817510028572,2.35391620341944,2.43768182820256,2.34536118404709,2.38105105157197,2.39702095662443
Methane,3B12,Excreta,"Sheep - Lamb",kilotonne,1.06393093137136,1.11996875665707,1.13495044785628,1.11044559549101,1.19366761518196,1.181374364239,1.15984618024691,1.21606124743935,1.15160070451736,1.21399516363011,1.1997788074614,1.21614397525179,1.21753532066846
Methane,3B12,Excreta,"Sheep - Ram",kilotonne,0.0785564490691432,0.0831717577093173,0.0862641597475988,0.0927029678363529,0.0915090307722659,0.0897304930538338,0.0891588043252441,0.0912278894595642,0.0890448520584275,0.0920520085108058,0.0881383448864055,0.0893040492305283,0.0870207530478404
Methane,3B12,"Managed Manure","Sheep - Ewe",kilotonne,0.513613126123851,0.538084583972382,0.556206128485666,0.550866690657957,0.590311601627322,0.582286458345515,0.572940894710482,0.597637325657673,0.573085331080598,0.60142274545911,0.579306523592562,0.586201165738779,0.589844918118687
Methane,3B12,"Managed Manure","Sheep - Lamb",kilotonne,0.0205192595492858,0.0217642728352576,0.0223513239936692,0.0218313894586851,0.0237741851718569,0.0227912296825689,0.0223444442276297,0.0234930938619214,0.021933407438201,0.0236886387218021,0.0232686774691203,0.0232641600296826,0.023189015979888
Methane,3B12,"Managed Manure","Sheep - Ram",kilotonne,0.00271802527262079,0.00287416317067695,0.00298287722807544,0.00320943797308481,0.00316542411503404,0.00310547281541959,0.00308840794846818,0.00315927086722455,0.00308643855682204,0.00318508261265596,0.00304976372691901,0.00308297530205458,0.00301045984111686
Methane,3B13,Excreta,"Pig - Boar",kilotonne,0.00227083547354001,0.00223780989584,0.0021839480811,0.00202732399583999,0.00189748941166001,0.00199458174514,0.00198522568256,0.00178664610734,0.00167693982728,0.0016062111012,0.0015167085199,0.00159359608522001,0.00137899992592
Methane,3B13,Excreta,"Pig - Fattening Pig 20 to 80 kg",kilotonne,0.01266608207095,0.0124859814213,0.0127054152599,0.01359128389735,0.0136089174073,0.01318307620725,0.013308578303,0.01332219865755,0.0132014213544,0.0134983254547,0.01307693974494,0.0140198400294,0.0137398513202
Methane,3B13,Excreta,"Pig - Fattening Pig < 20 kg",kilotonne,0.0721695402039001,0.0718500956125999,0.0721104017418,0.0842258754875001,0.0778476780942999,0.0751839275179,0.0798578818221,0.0835370128487,0.0900996452608,0.0866683686827,0.0910934972483,0.0934167356715,0.0905765278883
Methane,3B13,Excreta,"Pig - Fattening Pig > 80 kg",kilotonne,0.0040275338218,0.00401331656645,0.00402536146305,0.00430202365165,0.0043743192458,0.00417975915165,0.00422948920605,0.00422702765125,0.00416862351435,0.00432198096805,0.00424750674662,0.0045639737839,0.0044294512304
Methane,3B13,Excreta,"Pig - Gilt",kilotonne,0.0270673714019001,0.0280179487816,0.029119207037,0.0290455267448999,0.0261182471988,0.0265262898294,0.0254982940566,0.0257114472297,0.0260840016089001,0.02638162784,0.0268636664543,0.0271518442984,0.0205667095638
Methane,3B13,Excreta,"Pig - Sow",kilotonne,0.0714310141455998,0.0717052833610002,0.0705905755470999,0.0695714254889999,0.0680620750726,0.0682346902290998,0.0695779512547001,0.0697575315161,0.0676219377800002,0.0688911947091,0.0673397817628,0.0657706208948999,0.0562900480342001
Methane,3B13,"Managed Manure","Pig - Boar",kilotonne,0.0766257915270001,0.0746372620679999,0.0728057319699999,0.0669857303829999,0.0637187689179999,0.065380263689,0.0646709478810001,0.058769138935,0.05540002038,0.0525459373759999,0.049597291257,0.0516841743259999,0.0440576647342
Methane,3B13,"Managed Manure","Pig - Fattening Pig 20 to 80 kg",kilotonne,9.02430083579002,8.88428370129001,8.96278053236001,9.56184293116,9.46396100524001,9.15726511905001,9.20396329253,9.32219842370998,9.19054111763001,9.45039738264999,9.20525701646,9.86571962769001,9.74562382292
Methane,3B13,"Managed Manure","Pig - Fattening Pig < 20 kg",kilotonne,4.28732170153,4.26969305201,4.26392981611999,4.91462575131,4.57247310652999,4.45891715529,4.68681680346001,4.93958844003,5.20990215292,5.11188151307001,5.32660584196001,5.50034473083,5.40200095218
Methane,3B13,"Managed Manure","Pig - Fattening Pig > 80 kg",kilotonne,2.89147305162,2.88841838464,2.94101225535,3.14020923063,3.15809737106,3.03818764534001,3.0654010069,3.10947958433,3.05153528376,3.17887908557,3.13614902589,3.36352069129,3.30506825506
Methane,3B13,"Managed Manure","Pig - Gilt",kilotonne,0.574512475282,0.587922529699,0.605890306628,0.609441815068,0.547948942574,0.552930221865,0.523184436441,0.535241561461,0.543706739747,0.550379822322001,0.573358277940999,0.574436420773,0.483372524271
Methane,3B13,"Managed Manure","Pig - Sow",kilotonne,1.54647995666,1.54977988485,1.52525554888,1.52050404765,1.4663306287,1.46527274653,1.48690883454,1.49566162473,1.45692086587,1.469839984709,1.42226029407,1.436597190272,1.250805769657
Methane,3B13,Digestate,"Pig - Boar",kilotonne,0.0001039683702,0.00013245531147,0.00020459951223,0.000397269073859999,0.000787596274399,0.001179523334538,0.001400839260485,0.001200793274962,0.001205230628361,0.001164319704929,0.001090309165518,0.001112669468605,0.000961030018522999
Methane,3B13,Digestate,"Pig - Fattening Pig 20 to 80 kg",kilotonne,0.01131603582,0.015248539674,0.024128524634,0.053004009660734,0.110476449138972,0.15181431525345,0.18206730780339,0.18010340754872,0.1853484291845,0.19374289731993,0.19010101184389,0.19554092984905,0.19297026432088
Methane,3B13,Digestate,"Pig - Fattening Pig < 20 kg",kilotonne,0.005024512407,0.00776412616499999,0.011493268563,0.0260975670556339,0.049589510786586,0.067895375946058,0.08588743841385,0.0895123215199301,0.10014067588509,0.0985737606940899,0.10455327961891,0.10394951121547,0.1022869354931
Methane,3B13,Digestate,"Pig - Fattening Pig > 80 kg",kilotonne,0.0036444423312,0.00517195473,0.0079902816061,0.017082382575464,0.03559960851895,0.04856973585508,0.05829991289256,0.05800849647665,0.0596962048548499,0.06272960358752,0.06224742245169,0.06412059364632,0.06309998385117
Methane,3B13,Digestate,"Pig - Gilt",kilotonne,0.0007017405584,0.0010436745281,0.0016743271051,0.003400301292066,0.00630478508464201,0.00897697285293001,0.010377134274702,0.010378769935516,0.01090466848288,0.011196047870917,0.01173790825675,0.011347735689963,0.00896438243625399
Methane,3B13,Digestate,"Pig - Sow",kilotonne,0.001732216662,0.0027164542109,0.00398346044580002,0.00772427287580202,0.015267026848935,0.021625435313189,0.026295437846988,0.026195156362841,0.026591124184763,0.027187606952789,0.026901899605487,0.025812525571419,0.022227015910855
Methane,3B14,Excreta,"Poultry - Broilers",kilotonne,0.0131595364698,0.0129383058275,0.0130299320319,0.0133701154578,0.014186126299,0.0139040126921,0.0144549198325,0.0155609368855,0.0165208024035,0.0160564425282,0.0158783631516,0.0167249567375001,0.0158757503924
Methane,3B14,Excreta,"Poultry - Ducks",kilotonne,0.000803596368886001,0.000774483873088001,0.000737131744449,0.000771017941127,0.000646862121485999,0.000716613947930999,0.000645854789638999,0.000750321668740001,0.000678829095108001,0.000629757190529999,0.000661822258917001,0.000679795932275,0.00071617334675
Methane,3B14,Excreta,"Poultry - Geese",kilotonne,4.2204734819e-05,3.81786639480001e-05,3.1552179614e-05,3.0062392182e-05,3.51041321300001e-05,4.57243464680001e-05,5.05700282820001e-05,5.35511812370001e-05,5.28493927850001e-05,4.8757648701e-05,4.56087099519999e-05,3.98951491189999e-05,4.3738308161e-05
Methane,3B14,Excreta,"Poultry - Growing Pullets",kilotonne,0.000460826731475999,0.000488333512032,0.0004802731736,0.0004476458717,0.00047715813612,0.000458899017053,0.00046873275735,0.00049218175531,0.000462374002410001,0.00051316221171,0.00047068202888,0.000513653342550001,0.00048562245149
Methane,3B14,Excreta,"Poultry - Laying Hens",kilotonne,0.0208551185809,0.0212145133719,0.0205180671219,0.020575227428,0.021130630454,0.021358891776,0.022364047964,0.023535610941,0.024671531897,0.02550132029,0.025158674167,0.024776959066,0.025791302171
Methane,3B14,Excreta,"Poultry - Other",kilotonne,0.000773215128112999,0.000788545844825,0.000742503629576998,0.000690192131509998,0.000787720229695,0.000673405093063,0.000750322386766998,0.000722923456722001,0.000701303125583002,0.000737162007165001,0.000646945312316,0.000705166854738,0.000499004706928
Methane,3B14,Excreta,"Poultry - Turkeys",kilotonne,0.00432887288434999,0.00437106414582998,0.00417028308278999,0.00457584156790998,0.00419751336511,0.00483595195787,0.00470091722489002,0.00461678175399999,0.00459046633816,0.00439000191080001,0.00411610322692,0.00417809970932002,0.00415749462657999
Methane,3B14,Excreta,"Agricultural Horses",kilotonne,0.0959152780141939,0.0964114217055687,0.0970395968230482,0.0903666064923709,0.0933733157812372,0.0870018382390942,0.0825064663295134,0.079548692923275,0.0769452031310843,0.0773659415952443,0.0727304541285019,0.0712481825088429,0.0676526865009167
Methane,3B14,Excreta,"Domestic Horses",kilotonne,0.191072739110494,0.188020427983987,0.184836078995678,0.188952906040108,0.183390026810773,0.187205339810923,0.187205339810923,0.187205339810924,0.187205339810923,0.18720533966011,0.187205339709355,0.187205339709355,0.187205340318762
Methane,3B14,Excreta,"Professional Horses",kilotonne,0.0186902980603,0.0185238257521,0.0183573533455,0.0181908814186,0.0180244089628,0.0178579366382,0.0178579366382,0.0178579366382,0.0178579366382,0.01785793668125,0.01785793672635,0.01785793672635,0.0178579367202
Methane,3B14,Excreta,Deer,kilotonne,0.00511240463411836,0.00538688505761095,0.00514477412212273,0.00525228721140713,0.00527821595647121,0.00506797906519014,0.00511653326746959,0.00514774670728548,0.00557367046575343,0.00621643692324932,0.00628150640211179,0.0076586978613622,0.00721989176813918
Methane,3B14,Excreta,Goats,kilotonne,0.0332677847268001,0.0337345459369438,0.0350077567321602,0.034950843183189,0.0358235136764753,0.0360450823099028,0.0370892053959576,0.0375946224511356,0.0388016181762246,0.0398879821647904,0.040224813310126,0.0396828793472834,0.0396048501166767
Methane,3B14,Excreta,"Poultry - Breeding Flock",kilotonne,8.4578015047e-05,9.0261232415e-05,8.7926314981e-05,9.87186469050001e-05,9.9114299869e-05,0.00011014406008,0.00011216278007,0.00011822254999,0.00012123946281,0.000116180165443,0.000112970377555,0.00010803059343,0.000105593158166
Methane,3B14,"Managed Manure","Poultry - Broilers",kilotonne,1.83652580773,1.80692112735,1.8067334039,1.86825327462001,1.88788052887001,1.80626806129,1.73175025768,1.79626508695,1.84844023519,1.84819667066,1.82706677812001,1.92464818774,1.82893667613
Methane,3B14,"Managed Manure","Poultry - Ducks",kilotonne,0.0349574545570999,0.0336064817203001,0.0318079846676999,0.033131263079,0.0269317587337,0.0290297749024,0.0246373797108001,0.0285187347774,0.0259317557316,0.0240386146164001,0.0251858308252,0.0258950912731999,0.0279698313724
Methane,3B14,"Managed Manure","Poultry - Geese",kilotonne,0.001835993948329,0.00165705422854999,0.001362331770831,0.00129307694803,0.00145896034122,0.00184736652344999,0.00197575973311,0.00210298927862999,0.002079499027366,0.00192347808860201,0.00179259488450599,0.00157058286398799,0.00171916809366201
Methane,3B14,"Managed Manure","Poultry - Growing Pullets",kilotonne,0.0609318467944,0.064424080846,0.063026268828,0.0585857448229999,0.060194276792,0.0566243438464,0.053799344061,0.056241085941,0.052815851611,0.0582526885430001,0.052797747092,0.057318557969,0.053757071115
Methane,3B14,"Managed Manure","Poultry - Laying Hens",kilotonne,0.420387872600001,0.42472584182,0.39950018958,0.397918268719999,0.392928651849998,0.386817649660001,0.3682728575,0.38099671709,0.391223783490001,0.398348344130002,0.387011511510001,0.386248809090001,0.389498793060002
Methane,3B14,"Managed Manure","Poultry - Other",kilotonne,0.0336329797847,0.0342103000046,0.032030667128,0.0296493267704,0.032733190188,0.0272173953048,0.0292042075051,0.0281370043415,0.0272705306469,0.0287231446481,0.0252081882785,0.0274480394129,0.0195182538434
Methane,3B14,"Managed Manure","Poultry - Turkeys",kilotonne,0.2375407916405,0.2408573108693,0.2288024505302,0.255120344699,0.2240673370667,0.256118667303,0.2358754897569,0.2309111524416,0.224068257752,0.217999085283,0.205167004379,0.208295251653,0.2028963662202
Methane,3B14,"Managed Manure","Agricultural Horses",kilotonne,0.0318550740850061,0.0320198517343312,0.0322284792368518,0.0300122671197291,0.0310108457521627,0.0288947710940058,0.0274017826130866,0.0264194564088249,0.0255547937406156,0.0256945280480556,0.0241550048382981,0.0236627175485573,0.0224685929619832
Methane,3B14,"Managed Manure","Domestic Horses",kilotonne,0.0634584644491058,0.0624447406808133,0.0613871649219223,0.0627544322979921,0.060906906714527,0.0621740362145767,0.0621740362145768,0.0621740362145767,0.0621740362145768,0.0621740361644896,0.0621740361808445,0.0621740361808445,0.0621740363832385
Methane,3B14,"Managed Manure","Professional Horses",kilotonne,0.0186902980603,0.0185238257521,0.0183573533455,0.0181908814186,0.0180244089628,0.0178579366382,0.0178579366382,0.0178579366382,0.0178579366382,0.01785793668125,0.01785793672635,0.01785793672635,0.0178579367202
Methane,3B14,"Managed Manure",Deer,kilotonne,0.00169791540768165,0.00178907496438904,0.00170866585807726,0.00174437275999288,0.00175298413152877,0.00168316093040986,0.00169928659613042,0.00170965310351452,0.00185110953424658,0.00206458306575069,0.00208619373208822,0.00254358213643782,0.00239784726606083
Methane,3B14,"Managed Manure",Goats,kilotonne,0.00297920460240001,0.00302100411375616,0.00313502299093973,0.00312992625521095,0.00320807585162465,0.00322791781879727,0.00332142137874247,0.00336668260756438,0.00347477177697534,0.00357205810430958,0.00360222208747398,0.00355369068781644,0.00354670299552328
Methane,3B14,"Managed Manure","Poultry - Breeding Flock",kilotonne,0.0673897000159999,0.071770910625,0.069561088519,0.0779356065079999,0.075820777686,0.082577563658,0.0752465574189999,0.079520407154,0.081750524872,0.0781274026780001,0.0762484614089999,0.0728702002689999,0.070537386917
Methane,3B14,Digestate,"Poultry - Broilers",kilotonne,0.01250152125621,0.01676428781719,0.0299040425466001,0.03884066348919,0.130275926975999,0.188686479282,0.417572278001,0.444644813080999,0.470159248281,0.436349743749999,0.44403800604,0.46519845693,0.44417059209
Methane,3B14,Digestate,"Poultry - Ducks",kilotonne,0.00026823003398,0.000555726147625002,0.001173629578611,0.001391727585187,0.00570952785389999,0.00622711615464,0.0156063200671,0.0168551300623,0.0158702178184,0.018297018583,0.0179687083753,0.0201705594189,0.0198826708677
Methane,3B14,Digestate,"Poultry - Geese",kilotonne,1.1265479379e-05,1.7310654181e-05,2.7647962265e-05,3.5586482921e-05,0.000137137505901,0.000277963454104999,0.000433764481609999,0.000439166767543,0.000425781299041,0.000383479502751,0.000371197355799999,0.000319910166271,0.000355811375796
Methane,3B14,Digestate,"Poultry - Growing Pullets",kilotonne,0.000215742228203,0.000366443719469,0.00068197650767,0.000973849903254997,0.00243783598053,0.00585072500328,0.00665736332457,0.0079286955137,0.00692880561926,0.00646272767868,0.00693568872029,0.00707667097927,0.00616341839237
Methane,3B14,Digestate,"Poultry - Laying Hens",kilotonne,0.00312604149336002,0.00478774340958999,0.00853003836256002,0.01063942819058,0.035923967204,0.0527087089380001,0.110962007486,0.114216482476,0.119245882746,0.125300831058,0.125514463332,0.119524891058,0.143140903173
Methane,3B14,Digestate,"Poultry - Other",kilotonne,0.000384468014878,0.000685999352691002,0.001330542035611,0.001800630186145,0.0063588201812,0.0102179421549,0.026988630773,0.028055727745,0.028395100873,0.0276070979037,0.0263202456065,0.025252218763,0.0259737470497
Methane,3B14,Digestate,"Poultry - Turkeys",kilotonne,0.001087986407411,0.001868884577179,0.00409434129460402,0.00574635558175101,0.015875555267,0.0289160691943,0.0445885817316898,0.03912851139586,0.0391376193868,0.035693055258,0.0352153355962,0.03445892340927,0.03410082950984
Methane,3B14,Digestate,"Poultry - Breeding Flock",kilotonne,0.000212934231866,0.000385022450927,0.000704046150815001,0.000888235065415001,0.00308704053337,0.00407436724906,0.00664349291179001,0.00640235306696001,0.00625772746725,0.00646852803871001,0.0056763383753,0.00624108038199,0.00423849255556
Methane,3J,"Agriculture livestock - dairy cattle enteric","Non-fuel combustion",kilotonne,1.40480512676479,1.37391547251746,1.3464946524144,1.34476292147956,1.38909288186368,1.35395425443127,1.40009479919397,1.42198824390119,1.39086985371661,1.36785785537519,1.36575726783064,1.31719311788438,1.37748124649666
Methane,3J,"Agriculture livestock - pigs enteric","Non-fuel combustion",kilotonne,0.0079785,0.00556199999997584,0.00542137499991595,0.00577874999942081,0.00576562499980549,0.00587849999990641,0.00552450000005033,0.0054974999997645,0.00550949999991269,0.00559950000017179,0.00583949999959903,0.0049289999996703,0.00553649999960926
Methane,3J,"Agriculture livestock - sheep enteric","Non-fuel combustion",kilotonne,4.49161667030782,4.56279906679181,4.55386778954986,4.53342908501487,4.52640241184673,4.51725558371006,4.44845108807748,4.55167613584478,4.30789725862417,4.45746847209337,4.17824507683361,4.51406917162487,4.24398631754095
Methane,3J,"Agriculture livestock - other cattle enteric","Non-fuel combustion",kilotonne,1.97266010082789,1.8769784884349,1.77551940080014,1.76572448827896,1.85882783991066,1.75634337749143,1.71930999628103,1.63236687523185,1.62447046255847,1.58294274046029,1.62962102102091,1.58695503060033,1.53192683640209
Methane,3J,"Agriculture livestock - horses enteric","Non-fuel combustion",kilotonne,0.08109,0.080046,0.080208,0.080226,0.07857,0.074052,0.08118,0.071082,0.067626,0.068724,0.06795,0.068148,0.068148
Methane,3J,"Agriculture livestock - goats enteric","Non-fuel combustion",kilotonne,0.013847,0.014838,0.01504125,0.0150195,0.01470775,0.014946,0.0149215,0.016439,0.0181195,0.019146,0.0189355,0.01886,0.018626
Methane,3J,"Agriculture livestock - dairy cattle wastes","Non-fuel combustion",kilotonne,0.408106289563784,0.402778310773184,0.401411133302198,0.404810682550749,0.421451818307325,0.408079194777263,0.419078837632439,0.425472602332201,0.416419914855008,0.411292873540394,0.411918580730056,0.396781333787131,0.415898991090626
Methane,3J,"Agriculture livestock - other cattle wastes","Non-fuel combustion",kilotonne,0.220821579291682,0.207577754777801,0.194863095730454,0.194447504888587,0.207064725487356,0.19760549641398,0.193440462255004,0.178044584022881,0.171303805421429,0.165006849289693,0.171046429574281,0.166339595520238,0.162842722526766
